exchange,symbol,timestamp,spread,total_bid_volume,total_ask_volume,bid_count,ask_count
okx,BTCUSDT,2025-09-08 14:08:24.063830,0.10000000000582077,3.0994783299999997,1.4243103700000004,20,20
gate,BTCUSDT,2025-09-08 14:08:24.137793,0.10000000000582077,1.604334,3.19128,20,20
binance,BTCUSDT,2025-09-08 14:08:24.242039,105877.4,96.27500000000003,22.227000000000007,27,23
bingx,BTCUSDT,2025-09-08 14:08:24.309048,9.19999999999709,2.712400000000001,7.5485000000000015,20,20
binance,ETHUSDT,2025-09-08 14:08:24.337669,62.0,165.854,209.15400000000002,16,25
binance,ETHUSDT,2025-09-08 14:08:24.337721,85.05000000000018,263.75800000000004,279.093,18,18
binance,ETHUSDT,2025-09-08 14:08:24.337753,4087.8999999999996,376.2679999999999,612.4340000000001,21,20
binance,BTCUSDT,2025-09-08 14:08:24.346078,109877.4,166.56599999999995,62.773,54,48
binance,ETHUSDT,2025-09-08 14:08:24.393221,500.0100000000002,517.716,1417.7199999999998,44,113
binance,BTCUSDT,2025-09-08 14:08:24.448082,109877.4,40.37399999999999,72.00999999999999,38,77
binance,ETHUSDT,2025-09-08 14:08:24.450450,1286.5100000000002,8027.367000000004,2269.849,191,190
binance,BTCUSDT,2025-09-08 14:08:24.451656,0.09999999999126885,7.732999999999999,11.364,20,20
binance,BTCUSDT,2025-09-08 14:08:24.548745,105877.4,66.28800000000001,81.99900000000001,73,123
binance,ETHUSDT,2025-09-08 14:08:24.634274,4088.16,6255.053000000003,3261.055000000003,277,289
binance,BTCUSDT,2025-09-08 14:08:24.651513,109877.4,143.92899999999997,19.964999999999996,37,47
binance,ETHUSDT,2025-09-08 14:08:24.688503,428.8199999999997,1622.4859999999999,1364.799,55,123
binance,BTCUSDT,2025-09-08 14:08:24.749692,109877.4,155.74699999999999,20.993,36,43
bybit,BTCUSDT,2025-09-08 14:08:24.784382,0.09999999999126885,14.238000000000001,0.30100000000000005,20,20
binance,BTCUSDT,2025-09-08 14:08:24.854051,105877.6,223.06599999999997,4.839999999999999,44,24
binance,BTCUSDT,2025-09-08 14:08:24.954719,109877.4,211.83100000000005,7.999,32,13
binance,ETHUSDT,2025-09-08 14:08:24.995337,4088.16,1493.4060000000002,1354.347,46,78
binance,ETHUSDT,2025-09-08 14:08:24.995411,4088.25,308.129,1262.6970000000001,29,51
binance,ETHUSDT,2025-09-08 14:08:25.050081,135.98999999999978,282.50199999999995,1150.103,28,36
binance,ETHUSDT,2025-09-08 14:08:25.050152,4088.16,275.35799999999995,807.307,37,50
binance,BTCUSDT,2025-09-08 14:08:25.054970,109877.4,208.43900000000005,11.930000000000001,34,33
binance,ETHUSDT,2025-09-08 14:08:25.142276,4088.16,383.771,814.694,24,49
binance,BTCUSDT,2025-09-08 14:08:25.155752,105877.4,93.62300000000002,7.9929999999999986,27,24
binance,ETHUSDT,2025-09-08 14:08:25.246458,204.21000000000004,155.421,661.47,9,23
binance,BTCUSDT,2025-09-08 14:08:25.259547,109877.4,118.52799999999998,5.9319999999999995,26,14
binance,ETHUSDT,2025-09-08 14:08:25.345458,4088.16,247.19899999999996,795.0579999999999,15,27
binance,BTCUSDT,2025-09-08 14:08:25.358179,109877.4,121.22400000000002,11.033000000000001,34,30
binance,ETHUSDT,2025-09-08 14:08:25.449393,4088.58,218.60600000000002,760.6160000000001,13,32
binance,BTCUSDT,2025-09-08 14:08:25.461403,105931.2,105.46499999999999,0.6799999999999999,20,9
